Bedriftsnavn,Adresse,Postnummer,Poststed,Godkjenningstyper,Organisasjonsnummer,Godkjenningsnummer
Traasdahl AS,Skattørvegen 58/62,9018,TROMSØ,"BILVERKSTED01, KONTROLLORGAN01, TRAKTOR",981249313,9578
BIL og MASKIN,Feltvegen 603,2265,Namnå,BILVERKSTED01,855077132,2490
Bil-Service Personbiler AS avd. Kongsberg,Gomsrudveien 120,3610,KONGSBERG,"BILVERKSTED01, KONTROLLORGAN01",975933601,32101
HAFSLUND BILSERVICE AS,Statsminister Torps vei 51,1738,BORGENHAUGEN,"BILVERKSTED01, KONTROLLORGAN01",922097232,31078
Bilvarehuset Østfold AS,Vestengveien 40,1705,SARPSBORG,"BILVERKSTED01, KONTROLLORGAN01",994973347,15638
DEKKMANN AS avdeling Kokstad,Kokstaddalen 26,5257,KOKSTAD,HJUL,966242825,30166
Okkenhaug Bil AS,Ranheimsvegen 1,7044,TRONDHEIM,"BILVERKSTED01, KONTROLLORGAN01",941768415,8160
NORSK MOTORTEKNIKK AS,Vestergårdsvegen 116,7860,SKAGE I NAMDALEN,"HJUL, LYSUTSTYR",927969424,32316
OUTDOORMOTOR TYNSET AS,Elvegata 10,2500,Tynset,"BILVERKSTED01, MOTORSYKKELOGMOPED",983469272,2328
ASLAKSEN BYGG OG MASKINTEKNIKK AS,Vestvollveien 28C,2019,SKEDSMOKORSET,HENGERESPALOPSBREMSEANLEGG,911905507,31798
OS LAKK OG KAROSSERI AS,LEPSØYVEGEN 22,5217,HAGAVIK,SKADEVERKSTED02,914351138,28435
HIAB NORWAY AS,CARL BERGERSENS VEI 5,1481,HAGAN,PABYGGER,912799239,30784
JA BILMEGLING AS,ANOLITVEIEN 2,1400,SKI,BILVERKSTED01,813755742,30457
Campinggården A/S,Vestre Linnesvei 9,3414,LIERSTRANDA,HENGERESPALOPSBREMSEANLEGG,929393341,31137
FRANCIS SPRINTERSERVICE AS,BEDRIFTSVEIEN 10,950,OSLO,"BILVERKSTED01, KONTROLLORGAN01",911868628,30494
RIIS MONTASJE AS avd. Knarvik,Bruvegen 3,5914,ISDALSTØ,BILGLASS,921979436,28652
BILXTRA AUTOGÅRDEN KONGSBERG AS,KOBBERBERGSVEIEN 8,3615,KONGSBERG,"BILVERKSTED01, KONTROLLORGAN01",914746345,28321
ROMERIKE AUTOSENTER AS,Vognvegen 16,2072,DAL,"BILVERKSTED01, KONTROLLORGAN01",923260951,31278
Biltrend Harstad AS,Stangnesterminalen 2C,9409,HARSTAD,"BILVERKSTED01, KONTROLLORGAN01",888064842,9422
BJØRGUM MEK. VERKSTED AS,Melhusvegen 161,7224,MELHUS,"BILVERKSTED03, PABYGGER",877180042,8202
RINGHEIM BILHJELP OG UTLEIGE AS,ØVRE LANGHAUGEN 11,5709,VOSS,HJUL,893614532,30567
SKJØRSTAD BIL AS,Flatan 28,7629,Ytterøy,"BILVERKSTED01B, KONTROLLORGAN01B",943635706,8583
Vestnes Bilskade,Furland,6390,Vestnes,"BILVERKSTED01, SKADEVERKSTED01",991207503,7725
PRIMA AS,IDRETTSVEIEN 2,7072,HEIMDAL,"HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",964652988,29663
Frode`s Karosseri og Lakk AS,Kometvegen 5,6402,Molde,"SKADEVERKSTED01, SKADEVERKSTED02",960418301,7684
LÅSSENTERET AS,DJUPAMYRO 3B,5412,STORD,BILGLASS,913143159,29935
Reisa Bilsenter AS,Hovedveien 45,9152,Sørkjosen,"BILVERKSTED01B, KONTROLLORGAN01B",829071002,9527
FLØTRE MASKIN AS,FJELLVEGEN 22,6826,BYRKJELO,TRAKTOR,997721977,28480
CARGLASS AS,KARMSUNDSGATA 56,5529,HAUGESUND,BILGLASS,985758220,29602
DEKKTEAM AS avd Lillehammer,Strandpromenaden 70,2609,LILLEHAMMER,"BILVERKSTED01, KONTROLLORGAN01",870897332,29725
Møller Bil Ålesund,Brusdalsveien 201,6011,ÅLESUND,"BILVERKSTED01B, KONTROLLORGAN01B",921494866,7375
PAKKETRANSPORT ODDBJØRG SUNDE,Ospelia 1,6103,VOLDA,HJUL,882671992,30243
"Vianor AS, avdeling Bergen Åsane",Liamyrane 14 A,5132,NYBORG,"BILVERKSTED01, HJUL, KONTROLLORGAN01",935429447,21560
INOVAPRO AS,PAULINE WIIGS VEG 4,4344,BRYNE,"HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",913414845,28357
STORD DEKKSERVICE AS,RUNDEHAUGEN 31,5412,STORD,"HENGERESPALOPSBREMSEANLEGG, HJUL, HJULUTRUSTNING, LYSUTSTYR",950470631,30607
PITSTOP AUTO AS,ALGARHEIMSVEGEN 130,2056,ALGARHEIM,"BILVERKSTED01, KONTROLLORGAN01",926563580,31806
AUTODEKK BERGEN AS,Storebotn 22,5309,KLEPPESTØ,HJUL,921153953,31300
BERTEL O. STEEN BERGEN AS,Liamyrane 5,5132,NYBORG,BILVERKSTED01,910116851,30400
NEMO BRØNNBORING OG MASKIN AS,GLÅMVEIEN 8,2500,TYNSET,TRAKTOR,990746869,30324
Tjølling Drift AS,Tjøllingv. 991,3280,TJODALYNG,"BILVERKSTED01, KONTROLLORGAN01",924015276,4628
Snap Drive AS avd. Helsfyr,Grenseveien 80,663,OSLO,"BILVERKSTED01, KONTROLLORGAN01",971585188,1308
GILDESTAD TRANSPORT TROND GILDESTAD,GJEMNESVEGEN 616,6631,BATNFJORDSØRA,HJUL,959226695,31903
WAM TRAKTORSERVICE AS,RINGERIKSVEIEN 342,3406,TRANBY,TRAKTOR,913822692,29353
Bertel O. Steen Lastebil og Buss AS avd. Hønefoss,Hensmoveien 1,3516,HØNEFOSS,"BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04",928787966,3363
DITT DEKK AS,SKIPARVIKVEGEN 24,5177,BJØRØYHAMN,HJUL,920495400,30846
"CARGLASS AS, avd. Spjelkavik",Brusdalsvegen 200,6011,ÅLESUND,BILGLASS,985758220,29428
Knutsen Auto Service AS,Ytrebygdsveien 244,5258,BLOMSTERDALEN,"BILVERKSTED01, KONTROLLORGAN01",997504852,20179
DEKK1 AS avd. Askøy,Juvikflaten 4A,5308,KLEPPESTØ,HJUL,979579292,29898
NORSK AUTOSENTER AS,Tvetenveien 292,675,OSLO,"BILVERKSTED01, KONTROLLORGAN01",925549010,29476
TOTEN SERVICESENTER AS,HUNNSELVVEGEN 3,2830,RAUFOSS,PABYGGER,917131465,30205
ASKIM BILGLASSENTER AS,OSLOVEIEN 31,1831,ASKIM,BILGLASS,818582722,30363
DEKK1 AS avd. Lade,Falkenborgvegen 38,7044,TRONDHEIM,"BILGLASS, HENGERESPALOPSBREMSEANLEGG, HJUL",979579292,28555
Randaberg Dekk & Bilservice AS,Bøveistubben 5,4073,RANDABERG,"BILVERKSTED01B, KONTROLLORGAN01B",929569407,23560
Bilia Norge AS avdeling Vestfold,Semslinna 15,3170,SEM,"BILVERKSTED01, KONTROLLORGAN01",976023188,25481
BERGEN V-TWIN AS,HEIANE 6,5131,NYBORG,MOTORSYKKELOGMOPED,999179355,29427
"CARGLASS AS, avd. Tromsø",Stakkevollvegen 27,9010,TROMSØ,BILGLASS,985758220,29330
Anders Gåsholt,Hedrumveien 805,3270,LARVIK,SKADEVERKSTED02,982131197,4641
RASMUSSEN DEKKSENTER AS,MOLDEKLEIV 35,5918,FREKHAUG,HJUL,917200904,30367
Felleskjøpet AGRI avd. Mysen,Sponesveien 1,1850,MYSEN,TRAKTOR,911608103,18001
DD AUTO CENTER AS,FJØSANGERVEIEN 54,5059,BERGEN,"BILVERKSTED01, KONTROLLORGAN01",918438890,30317
Slettum Bil AS Røros,Tollef Bredals vei 11,7374,RØROS,"BILVERKSTED01, KONTROLLORGAN01, SKADEVERKSTED02",995153343,16202
Autotech Skien A/S,Risingveien 11,3716,SKIEN,"BILVERKSTED01, KONTROLLORGAN01",988177768,4845
TREDAL AS,Vestre Rosten 110,7075,TILLER,"HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",945707208,30864
Rongved Mekaniske AS,Rongved,5286,HAUS,"BILVERKSTED01, KONTROLLORGAN01",982939534,6654
DEKKSTRA BERGEN AS,EIDSVÅGVEIEN 150,5105,EIDSVÅG I ÅSANE,HJUL,919923679,30740
BILLAKKERING 24-7 AS,ENEBAKKVEIEN 439,1290,OSLO,SKADEVERKSTED02,920292933,31875
Nye Jevnaker Bilverksted AS,Glassverkveien. 25,3520,JEVNAKER,"BILVERKSTED01, KONTROLLORGAN01",988029203,2912
LYNGÅS AUTO AS,Sørfjellveien 1,8646,KORGEN,"BILVERKSTED01, KONTROLLORGAN01",929612663,32273
Toyota Romerike AS avd. Jessheim,Myrvegen 90,2052,JESSHEIM,"BILVERKSTED01, KONTROLLORGAN01",922754136,1213
Holbæks Auto,Nattvallveien 23,3140,Borgheim,SKADEVERKSTED01,967854689,4355
Lunde Lastebilverksted AS,Hovedgata 19,3825,LUNDE,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04, PABYGGER",984673639,4870
RIIS MONTASJE AS avd 803 Sandvika,Engervannsveien 23,1337,SANDVIKA,BILGLASS,921979436,29670
MJØNDALEN BILGUMMI AS,Hagatjernveien 31,3050,MJØNDALEN,HJUL,930212113,32397
AUTO MEK A/S,,5987,HOSTELAND,"BILVERKSTED01B, KONTROLLORGAN01B",929199030,6611
Snap Drive As avd. Forus,Jakob Askelandsvei 4,4314,Sandnes,"BILVERKSTED01B, KONTROLLORGAN01B",971585188,6136
FÅVANG BILSERVICE AS,Tromsnesvegen 79,2634,FÅVANG,"BILVERKSTED01B, KONTROLLORGAN01B",829124572,32216
RSA Bil Drammen,Øvre Eikerv.77,3048,DRAMMEN,"ALKOLASVERKSTED, BILVERKSTED01B, KONTROLLORGAN01B",915518389,3608
MATHISENS LANDBRUKSSERVICE AS,ALTAVEIEN 269,9515,ALTA,"BILVERKSTED01B, KONTROLLORGAN01B, TRAKTOR",992040491,29471
ALTA AUTOSERVICE AS,INDUSTRIHØYDEN 20,9513,ALTA,"BILVERKSTED01B, KONTROLLORGAN01B",918752838,30536
Peter Brauten Eftf AS,Melkvegen 43,7870,GRONG,"BILVERKSTED01, KONTROLLORGAN01",996851915,27583
Kalandseid Karosseri as,Ertrev 11,5229,KALANDSEIDET,PABYGGER,978664334,6570
NAF Senter Lillehammer,Industrigata 42,2619,LILLEHAMMER,"BILVERKSTED01, KONTROLLORGAN01",987372540,2699
DEKKSPESIALISTEN SANDEFJORD AS,NYGÅRDSVEIEN 80,3221,SANDEFJORD,HJUL,914723671,29097
NAF Senter Bodø,Olav V gate 102B,8004,BODØ,"BILVERKSTED01, KONTROLLORGAN01",987372540,9005
LÅVEN KONTROLL & SERVICE AS,Stavsjøvegen 28,7550,HOMMELVIK,KONTROLLORGAN01,818090102,30188
AS Autohuset,Ringveien 17,9018,TROMSØ,"BILVERKSTED01, KONTROLLORGAN01",919973900,9583
Roa  Auto AS,Hadelandsveien 2139,2740,ROA,"BILVERKSTED01B, KONTROLLORGAN01B",919656565,2992
Hammerfest Auto AS,Fjordaveien 36,9610,Rypefjord,"BILVERKSTED01B, KONTROLLORGAN01B",926418084,9658
KROKEN CARAVAN AS Avd. Kristiansand,Stemmane 10,4636,KRISTIANSAND S,HENGERESPALOPSBREMSEANLEGG,997615603,31254
CARANOVA AS,Maskinveien 7,6517,KRISTIANSUND N,BILVERKSTED01B,824749582,31764
NORBIL AS,RUNDHÅGEN 6,9409,HARSTAD,"BILVERKSTED01B, KONTROLLORGAN01B",915566944,29299
Terje Olsen Bil AS,Fjordgt. 35,2843,EINA,SKADEVERKSTED01,961066123,3001
KLEIVA BILVERKSTED AS,Tomtegata 1,3715,SKIEN,BILVERKSTED01,983908012,32048
Frydenbø Bilsenter AS avd. Sandane,Industrivegen 23,6823,SANDANE,"BILVERKSTED01, KONTROLLORGAN01",967149098,7129
Toyota Slettum Bil  AS,Engveien 2,2500,TYNSET,"BILVERKSTED01, KONTROLLORGAN01",995153343,16178
Snap Drive AS avd. Sandvika,Sandviksveien 163,1337,Sandvika,"BILVERKSTED01, KONTROLLORGAN01",971585188,968
HØGLUNDS DEKKSERVICE AS,INDUSTRIVEGEN 2,2120,SAGSTUA,HJUL,919217146,30733
RINGERIKE BILSENTER AS,Hvalsmoen 127,3514,HØNEFOSS,"BILVERKSTED01, KONTROLLORGAN01",921966962,31120
Eide Motor & Utleie AS,Tromsøysundveien 22,9020,TROMSDALEN,MOTORSYKKELOGMOPED,990170991,10570
MITT DEKKHOTELL FORNEBU AS,TORNSANGERVEIEN 25,1360,FORNEBU,HJUL,923039767,31495
STANGE TILHENGERSENTER,Stensrudvegen 5A,2335,STANGE,"HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR",994650009,32156
Fenstad Auto AS,Eidsvollveien 831,2170,FENSTAD,"BILVERKSTED01, KONTROLLORGAN01",932763486,1214
SANGVIK SERVICE A/S,RIGETJØNNVN 22,4626,KR.SAND,MOTORSYKKELOGMOPED,939495312,5703
Movia formidling AS,Industrivegen 18,6823,SANDANE,HJUL,928567397,30042
FURE MEKANISKE AS,FURE,6967,HELLEVIK I FJALER,"BILVERKSTED01, KONTROLLORGAN01",985094918,7024
GLASS-Service Ans,ALTAVEIEN 355,9515,ALTA,BILGLASS,954865576,29574
Gumpens Auto Øst AS,Stemmane 3 Sørl. parken,4636,KRISTIANSAND S,"BILVERKSTED01, KONTROLLORGAN01",994572911,15499
"Albjerk Bil AS, Lier",RINGERIKSVN. 5,3400,LIER,"BILVERKSTED01B, KONTROLLORGAN01B",983222838,3625
MYRE BILSERVICE AS,Storgata 58,8430,MYRE,HJUL,928153894,29344
Aunes Karosseriverksted AS,Hognesaunv. 82,7513,STJØRDAL,PABYGGER,974679329,8511
MEKONOMEN COMPANY BILVERKSTED AS avd Bil og Fritid,Knivsøveien 16,1787,HALDEN,"BILVERKSTED01, KONTROLLORGAN01",920377068,30214
HARSTAD DEKKSENTER AS,STANGNESTERMINALEN 13,9409,HARSTAD,HJUL,912068587,29290
CARGLASS AS,Janaflaten 52,5179,GODVIK,BILGLASS,985758220,29234
Bjørkelangen Maskin AS,Nordre Bliksrudvei 14,1940,BJØRKELANGEN,"KONTROLLORGAN05, TRAKTOR",934938852,19600
Karosseri Nord A/S,Bentsrudsvingen 1,3083,HOLMESTRAND,PABYGGER,934221389,4160
"Møller Bil Innlandet AS, Møller Bil Tynset",Elfengveien 2,2500,Tynset,"BILVERKSTED01, KONTROLLORGAN01",976951336,2300
Tromsø Billakkering AS,Ringveien 650,9017,TROMSØ,SKADEVERKSTED01,942037538,9515
ENGEL DEKK AS,Hauglandsvegen 17,5310,HAUGLANDSHELLA,HJUL,918469230,30417
KNAS  AS,Litleåsvegen 79,5132,Bergen,PABYGGER,824850232,6528
LEONHARD NILSEN & SØNNER AS,Saltfjellveien 805,8630,STORFORSHEI,BILVERKSTED01,937843771,30924
Bilpartner AS,Saltverket 28,4515,MANDAL,"BILVERKSTED01, KONTROLLORGAN01",966299800,5758
Vrådal Bilsenter,Kviteseidvegen 1883a,3853,Vrådal,"BILVERKSTED01B, KONTROLLORGAN01B",969966719,5128
Dekkteam Avd Sarpsborg,Industriveien 17,1725,SARPSBORG,HJUL,870897332,30721
Etne Auto AS avd Verksted,TONGANE 24,5590,ETNE,"BILVERKSTED01B, KONTROLLORGAN01B, MOTORSYKKELOGMOPED, SKADEVERKSTED02",913545311,14178
FILTVET AUTO,Bjørnstadveien 1,3480,FILTVET,BILVERKSTED01,943469237,3735
Hemnes Bil,Trinbergveien 7 B / Luteriet,1970,HEMNES,SKADEVERKSTED01,993490482,20540
Trucknor Sogn og Fjordane AS avd. Sandane,Åsavegen 159,6823,SANDANE,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04, SKADEVERKSTED02, TRAKTOR",888545972,7122
Strømmen Bilservice A/S,Industriveien 7,2020,SKEDSMOKORSET,"BILVERKSTED01, KONTROLLORGAN01",980478025,1137
ARTIC BIL AS,MORENEVEGEN 26,9027,RAMFJORDBOTN,BILVERKSTED01,996228789,30413
HEGRA BENSINSTASJON AS,,7520,HEGRA,"HJUL, LYSUTSTYR",936225861,29906
LINDÅS BENSIN & SERVICE AS,Veråsvegen 2,5955,LINDÅS,"HENGERESPALOPSBREMSEANLEGG, HJUL",935690447,29843
Årnes Bil & Karosseriverksted A/S,Øvre Hagaveg 1A,2150,ÅRNES,"BILVERKSTED01B, BILVERKSTED03, KONTROLLORGAN01B",943348863,1231
ØGAARD & WILHELMSEN A/S,SUNDGATA 27,2080,EIDSVOLL,HJUL,947377469,29434
HAVN AUTO AS,EIKEFJORD,6940,EIKEFJORD,"BILVERKSTED01, KONTROLLORGAN01, MOTORSYKKELOGMOPED",979431317,7044
0-100 BILVERKSTED AS,Rolvsøyveien 402,1666,ROLVSØY,"BILVERKSTED01, KONTROLLORGAN01",927444550,31922
"SULLAND AUTO TRØNDELAG AS, AVD. STEINKJER",Molovegen 26,7714,STEINKJER,"BILVERKSTED01, KONTROLLORGAN01",980094111,8573
NORWEGIAN MACHINERY AS,BROKELANDSHEIA NORD 3,4993,SUNDEBRU,BILVERKSTED01,918613994,31830
AS REHABIL,ØSTRE AKER VEI 206F,975,OSLO,BILVERKSTED01,919670061,28751
Bilia Norge avd. Skien AS,Østre Buktenveg 8,3736,SKIEN,"BILVERKSTED01, KONTROLLORGAN01",976023188,30827
SELSBAKK BILSERVICE,Hornebergvegen 11,7038,TRONDHEIM,"BILVERKSTED01, KONTROLLORGAN01",880508962,8087
Norsk Scania AS avd. Råde,Sarpsborgveien 119,1640,Råde,"ALKOLASVERKSTED, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN03, SKADEVERKSTED02",879263662,546
Lian's caravan & Fritid AS,Fagerlidal 431,9326,BARDUFOSS,"BILVERKSTED01B, KONTROLLORGAN01B",990946205,9803
Marnarbil A/S,Bue,4534,Marnardal,"BILVERKSTED01B, KONTROLLORGAN01, TRAKTOR",818531982,5752
Felleskjøpet Agri SA avd. Lillehammer,Industrigata 56,2619,LILLEHAMMER,TRAKTOR,911608103,18680
TUNGBILSERVICE AS,HEIANE INDUSTRIOMRÅDE,5640,EIKELANDSOSEN,HJUL,994545094,28877
Olav Aulibråten bilverksted,Vormsundveien 1,2150,ÅRNES,"BILVERKSTED01, KONTROLLORGAN01",977253683,1217
Nordvik AS avd. Brønnøysund,Russesletta 5,8907,BRØNNØYSUND,"BILVERKSTED01B, KONTROLLORGAN01B",946549770,29978
VIANOR AS av. Leira i Valdres,Kongsvegen 10,2920,LEIRA I VALDRES,"BILVERKSTED01, HJUL, KONTROLLORGAN01",935429447,28258
Lillebror MC,Solglimt,1433,ÅS,MOTORSYKKELOGMOPED,952018868,780
RIIS BILGLASS AS/ MONTASJE MINDE,Minde allè 35,5068,BERGEN,BILGLASS,921979436,29216
Trucknor Sogn og fjordane AS (ÅTG),Tangevegen 3,6885,ÅRDALSTANGEN,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04, TRAKTOR",888545972,24740
NAF Senter Levanger,Moafjæra 5,7606,LEVANGER,"BILVERKSTED01, KONTROLLORGAN01",987372540,8561
STRAND DEKKSENTER AS avd. Jørpeland,FJELLSVEGEN 1,4100,JØRPELAND,"EKSOSANLEGG, HENGERESPALOPSBREMSEANLEGG, HJUL",991456848,31099
Snap Drive AS avd. Asker,Skysstasjonen 20,1383,ASKER,"BILVERKSTED01, KONTROLLORGAN01",971585188,948
AUTOSERVICE VIKEN AS,Haralds vei 12,1470,LØRENSKOG,"BILVERKSTED01B, KONTROLLORGAN01B",813185482,30738
LØKSLID BILKONSULT,SAUEVEIEN 44,3404,LIER,BILVERKSTED01,990745196,30613
Hjelde Maskinservice AS,Snåsa,7760,SNÅSA,"HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR, MOTORSYKKELOGMOPED, TRAKTOR",926628410,23262
Nordalen Landbruksservice AS,Norddalsveien 593,7170,ÅFJORD,"PABYGGER, TRAKTOR",821069882,13336
Bilsenteret Ålgård AS,Industriveien 10,4330,ÅLGÅRD,"BILVERKSTED01B, KONTROLLORGAN01B, MOTORSYKKELOGMOPED, SKADEVERKSTED02",883156412,6233
DEKKPROFF AS avd Bærum,Johs Haugeruds vei 20,1351,RUD,HJUL,916725558,31289
mps bilskade ensjø,Ensjøveien11,655,Oslo,SKADEVERKSTED02,979952937,1592
"Norsk Scania AS, avd Buss Arendal",Hans Thornes vei 60,4846,ARENDAL,"ALKOLASVERKSTED, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN02, KONTROLLORGAN03",879263662,28151
Volmax As avd. Skien Buss,Rabbenkroken 19,3740,SKIEN,"ALKOLASVERKSTED, BILVERKSTED03",984674104,16881
ARM BILVERKSTED AS,INDUSTRIVEIEN 45,7080,HEIMDAL,"BILVERKSTED01, EKSOSANLEGG, HJUL, KONTROLLORGAN01, LYSUTSTYR",924861347,31760
DEKK1 AS,Osloveien 14/16,3511,HØNEFOSS,"HENGERESPALOPSBREMSEANLEGG, HJUL",979579292,29893
Kapp Bil og Karosseriverksted AS,Kveldsrovegen 1,2849,KAPP,"BILGLASS, BILVERKSTED01, HJUL, KONTROLLORGAN01, SKADEVERKSTED02",987650338,3022
DEKKMANN AS avd Setermoen,Industriveien 5,9360,BARDU,"BILVERKSTED01, HJUL, HJULUTRUSTNING, KONTROLLORGAN01",966242825,29269
MACO BIL AS,STRUSSHAMNVEGEN 23,5302,STRUSSHAMN,"BILVERKSTED01, KONTROLLORGAN01",921196172,30949
KRIMINALOMSORGSDIREKTORATET,Justisveien 10,1788,HALDEN,"BILVERKSTED01, KONTROLLORGAN01",911830868,29478
Cars AS,Tomtaveien 9,1449,DRØBAK,"BILVERKSTED01, KONTROLLORGAN01, PABYGGER, SKADEVERKSTED02",979607245,1314
FRØYA STORBILSERVICE AS,Nordfrøyveien 447,7260,SISTRANDA,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN01, KONTROLLORGAN02, KONTROLLORGAN03",929670035,32276
Smart Bilservice AS,Klubbholmen 3,9409,Harstad,"BILVERKSTED01, KONTROLLORGAN01",989997769,9442
HALLINGDAL BILOPPRETTING,,3550,GOL,SKADEVERKSTED02,966585315,3547
IR Motors AS,ØSTRE AKER VEI 243,976,OSLO,"BILVERKSTED01, KONTROLLORGAN01",929389387,30430
Last Haugesund AS,Ekrene Næringspark 15,5550,SVEIO,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04, TRAKTOR",991393587,10711
HAUGLAND DEKKSENTER AS,ØYGARDSVEGEN 2,5576,ØVRE VATS,HJUL,817148522,30996
HOV BILVERKSTED AS,HOVLANDSVEGEN 10,2860,HOV,"BILVERKSTED01, KONTROLLORGAN01",998385393,30337
TRUCKSENTER AS,FORUSBEEN 17,4031,STAVANGER,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN01, KONTROLLORGAN04, PABYGGER",918111808,30272
Mæland Auto,Årdalstunet,4137,ÅRDAL I RYFYLKE,"BILVERKSTED01, KONTROLLORGAN01",999632807,21521
Planethifi AS,Sunnlandsveien 2,7032,TRONDHEIM,"BILVERKSTED01, KONTROLLORGAN01",995113996,21019
Handicare AS avd. Auto Kristiansand,"Boks 1636, Lundsiden",4688,KRISTIANSAND S,PABYGGER,965395830,5655
Ze Bra Verksted AS,Vestsidevegen 87,2420,Trysil,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04, TRAKTOR",979831986,2235
Malkenes mekaniske AS,Vestlivegen 14,3570,ÅL,HENGERESPALOPSBREMSEANLEGG,923357238,30627
HS MC-SENTER AS,LANGBAKKEN 16,1434,ÅS,MOTORSYKKELOGMOPED,916251335,29926
AUTO NOR AS,Radåsveien 6,8803,SANDNESSJØEN,"BILVERKSTED01, KONTROLLORGAN01",999529429,29704
Fremme AS,Brusdalsvegen 200,6011,Ålesund,"BILVERKSTED01, KONTROLLORGAN01",979749082,7356
MOTORSENTERET AS,MÆLEN 4,9151,STORSLETT,MOTORSYKKELOGMOPED,966377607,28113
Steinar Skaansar og Sønn AS,Stupulvegen 7,2686,LOM,"BILVERKSTED01B, KONTROLLORGAN01B",928924246,2831
EID SERVICESENTER AS,Sjøgata 111,6770,NORDFJORDEID,"BILVERKSTED01, KONTROLLORGAN01, TRAKTOR",970995935,7108
Felleskjøpet Agri SA avd. Skjåk,Skjåk,2690,SKJÅK,TRAKTOR,911608103,19119
AUTOSTRADA ARENDAL AS,Åsbieveien 58,4847,ARENDAL,"BILVERKSTED01, KONTROLLORGAN01",952671162,5326
RØDTVET BILSERVICE AS,Kakkelovnskroken 2,954,OSLO,"BILVERKSTED01, KONTROLLORGAN01",925535567,31642
Fossum Mc-Service,Flågenvegen 161,2730,LUNNER,MOTORSYKKELOGMOPED,946108375,3017
Owren AS,Paul A. Owrens veg 30,2607,VINGROM,PABYGGER,998415500,27502
Tellus Vestfold AS,Bentsrudveien 8A,3083,HOLMESTRAND,"BILVERKSTED01B, KONTROLLORGAN01B",912646165,31348
Forsvarets prototypverksted FFI,INSTITUTTVEIEN 20,2007,KJELLER,PABYGGER,970963340,30054
HØIDEN BIL OG BÅTELEKTRO AS,ØREVEIEN 68,1528,MOSS,"BILVERKSTED01, KONTROLLORGAN01",967346691,30670
Toyota Sulland Hamar AS,Disenstrandvegen 9,2321,Hamar,"BILVERKSTED01B, KONTROLLORGAN01",861401812,2047
Bertel O Steen Møre og Romsdal AS avd. for lette kjøretøy Molde,Gammelseterlia 4,6422,MOLDE,"BILVERKSTED01B, KONTROLLORGAN01B",927190788,32363
Volvo Truck Center Oslo avd Ringnesveien,Ringnesveien 2,978,OSLO,BILVERKSTED03,910712799,31469
STORBILSERVICE AS,Sørestrandvegen 39,6220,Sykkylven,"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04, TRAKTOR",980059227,7317
Centrum Bilverksted AS,Heddalsvegen 11,3674,Notodden,BILVERKSTED01,989483145,5121
Oktan Fritid AS,Hagebyen 2,8050,TVERLANDET,"BILVERKSTED01, HENGERESPALOPSBREMSEANLEGG, LYSUTSTYR, MOTORSYKKELOGMOPED",920033555,30894
BIL OG ANLEGGSDEKK AS avd. Madla,Revheimsveien 74,4043,HAFRSFJORD,HJUL,932580861,29276
Stakkeland Dekk & Mekk AS,Sirnesveien 84,4438,SIRA,"BILVERKSTED01, HJULUTRUSTNING",920614345,13274
Brandbu Bil og Deler A/S,Rundenvegen 70,2760,BRANDBU,SKADEVERKSTED01,961104378,2932
CARGLASS AS AVD EGERSUND,Fossveien 2,4373,EGERSUND,BILGLASS,927586134,32028
GLÅMDAL BILCO AS,Lerkevegen 50,2209,KONGSVINGER,"BILVERKSTED01B, BILVERKSTED02, BILVERKSTED03, FARTSSKRIVER, KONTROLLORGAN04",928871290,32186
SDV OSLO AS,Tvetenveien 185,673,OSLO,"BILVERKSTED01, KONTROLLORGAN01",918162445,30997
NORGES BILLAKK AS,GRENSEVEIEN 73,663,OSLO,SKADEVERKSTED01,997408993,29473
Valdres Motor og Bilskade AS,Industrivegen 53,2973,RYFOSS,"BILVERKSTED01B, KONTROLLORGAN01B, SKADEVERKSTED02",989048643,3222
WEB-BIL BJØRN ERIK WALLE,KROERVEIEN 115,1435,ÅS,HJUL,979189087,30543
